#Accession	ID	Description	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
PF02142	MGS	"MGS-like domain"	8	0.08	434.78	0.03	10.92	0.01	20.91	0.01	398.91	0.04	4.04	0.00
PF09876	DUF2103	"Predicted metal-binding protein (DUF2103)"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
PF05096	Glu_cyclase_2	"Glutamine cyclotransferase"	1	0.01	76.88	0.00	20.85	0.02	18.93	0.01	19.94	0.00	17.16	0.01
PF18072	FGAR-AT_linker	"Formylglycinamide ribonucleotide amidotransferase linker domain"	3	0.03	114.30	0.01	0.97	0.00	0.40	0.00	111.74	0.01	1.18	0.00
PF01152	Bac_globin	"Bacterial-like globin"	2	0.02	95.86	0.01	10.00	0.01	1.39	0.00	81.70	0.01	2.76	0.00
PF01269	Fibrillarin	"Fibrillarin"	1	0.01	23.87	0.00	7.47	0.01	0.11	0.00	16.08	0.00	0.21	0.00
PF02308	MgtC	"MgtC family"	2	0.02	63.42	0.00	2.47	0.00	0.01	0.00	59.25	0.01	1.69	0.00
PF04307	YdjM	"LexA-binding, inner membrane-associated putative hydrolase"	3	0.03	111.52	0.01	0.00	0.00	0.15	0.00	111.33	0.01	0.04	0.00
PF00199	Catalase	"Catalase"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
PF12000	Glyco_trans_4_3	"Glycosyl transferase family 4 group"	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
PF10387	DUF2442	"Protein of unknown function (DUF2442)"	2	0.02	185.91	0.01	0.01	0.00	0.07	0.00	185.78	0.02	0.05	0.00
PF14681	UPRTase	"Uracil phosphoribosyltransferase"	2	0.02	58.56	0.00	0.78	0.00	0.04	0.00	57.52	0.01	0.22	0.00
PF01899	MNHE	"Na+/H+ ion antiporter subunit"	4	0.04	258.85	0.02	0.27	0.00	4.10	0.00	251.59	0.03	2.89	0.00
PF14451	Ub-Mut7C	"Mut7-C ubiquitin"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
PF02786	CPSase_L_D2	"Carbamoyl-phosphate synthase L chain, ATP binding domain"	27	0.26	1699.85	0.11	70.05	0.05	28.95	0.01	1575.41	0.17	25.44	0.01
PF10672	Methyltrans_SAM	"S-adenosylmethionine-dependent methyltransferase"	1	0.01	38.98	0.00	0.00	0.00	0.00	0.00	38.97	0.00	0.01	0.00
PF01934	DUF86	"Protein of unknown function DUF86"	3	0.03	218.01	0.01	0.01	0.00	0.05	0.00	217.87	0.02	0.08	0.00
PF03222	Trp_Tyr_perm	"Tryptophan/tyrosine permease family"	2	0.02	99.16	0.01	0.12	0.00	0.13	0.00	98.82	0.01	0.09	0.00
PF04138	GtrA	"GtrA-like protein"	2	0.02	84.32	0.01	0.05	0.00	3.29	0.00	80.25	0.01	0.73	0.00
PF01923	Cob_adeno_trans	"Cobalamin adenosyltransferase"	3	0.03	148.73	0.01	18.13	0.01	1.31	0.00	126.32	0.01	2.97	0.00
PF18320	Csc2	"Csc2 Crispr"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
PF07319	DnaI_N	"Primosomal protein DnaI N-terminus"	2	0.02	146.61	0.01	10.13	0.01	0.08	0.00	136.07	0.01	0.33	0.00
PF03457	HA	"Helicase associated domain"	1	0.01	18.04	0.00	0.00	0.00	0.00	0.00	18.03	0.00	0.01	0.00
PF01263	Aldose_epim	"Aldose 1-epimerase"	4	0.04	469.87	0.03	0.42	0.00	1.15	0.00	467.31	0.05	0.99	0.00
PF01930	Cas_Cas4	"Domain of unknown function DUF83"	3	0.03	141.34	0.01	4.87	0.00	3.44	0.00	132.58	0.01	0.46	0.00
PF13292	DXP_synthase_N	"1-deoxy-D-xylulose-5-phosphate synthase"	12	0.12	808.43	0.05	33.01	0.03	45.22	0.02	668.02	0.07	62.17	0.02
PF12556	CobS_N	"Cobaltochelatase CobS subunit N terminal"	2	0.02	234.73	0.01	0.06	0.00	3.67	0.00	229.95	0.03	1.05	0.00
PF00231	ATP-synt	"ATP synthase"	3	0.03	45.78	0.00	1.10	0.00	0.17	0.00	42.67	0.00	1.84	0.00
PF13505	OMP_b-brl	"Outer membrane protein beta-barrel domain"	4	0.04	170.29	0.01	0.26	0.00	0.18	0.00	169.73	0.02	0.12	0.00
PF02650	HTH_WhiA	"WhiA C-terminal HTH domain"	2	0.02	100.65	0.01	7.32	0.01	3.43	0.00	89.44	0.01	0.46	0.00
PF09550	Phage_TAC_6	"Phage tail assembly chaperone protein, TAC"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
PF08501	Shikimate_dh_N	"Shikimate dehydrogenase substrate binding domain"	2	0.02	66.93	0.00	0.88	0.00	3.58	0.00	61.38	0.01	1.08	0.00
PF01041	DegT_DnrJ_EryC1	"DegT/DnrJ/EryC1/StrS aminotransferase family"	20	0.19	1162.79	0.07	16.54	0.01	26.31	0.01	1110.03	0.12	9.91	0.00
PF01869	BcrAD_BadFG	"BadF/BadG/BcrA/BcrD ATPase family"	4	0.04	330.97	0.02	8.28	0.01	1.06	0.00	319.34	0.03	2.28	0.00
PF03480	DctP	"Bacterial extracellular solute-binding protein, family 7"	15	0.14	1207.87	0.08	3.33	0.00	19.57	0.01	1178.97	0.13	6.01	0.00
PF04367	DUF502	"Protein of unknown function (DUF502)"	3	0.03	83.17	0.01	0.21	0.00	0.13	0.00	82.73	0.01	0.10	0.00
PF07722	Peptidase_C26	"Peptidase C26"	18	0.17	1296.63	0.08	45.76	0.04	14.00	0.01	1220.82	0.13	16.05	0.01
PF13637	Ank_4	"Ankyrin repeats (many copies)"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
PF13467	RHH_4	"Ribbon-helix-helix domain"	1	0.01	190.91	0.01	0.01	0.00	0.44	0.00	190.05	0.02	0.40	0.00
PF12555	TPPK_C	"Thiamine pyrophosphokinase C terminal"	1	0.01	8.20	0.00	0.00	0.00	0.00	0.00	8.20	0.00	0.00	0.00
PF06838	Met_gamma_lyase	"Methionine gamma-lyase"	3	0.03	162.86	0.01	7.86	0.01	0.10	0.00	153.14	0.02	1.75	0.00
PF13429	TPR_15	"Tetratricopeptide repeat"	3	0.03	76.01	0.00	1.18	0.00	3.40	0.00	70.44	0.01	0.99	0.00
PF13715	CarbopepD_reg_2	"CarboxypepD_reg-like domain"	14	0.13	393.80	0.03	42.69	0.03	5.18	0.00	327.16	0.04	18.77	0.01
PF02012	BNR	"BNR/Asp-box repeat"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
PF13455	MUG113	"Meiotically up-regulated gene 113"	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
PF14335	DUF4391	"Domain of unknown function (DUF4391)"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
PF09904	HTH_43	"Winged helix-turn helix"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
PF13698	DUF4156	"Domain of unknown function (DUF4156)"	1	0.01	61.15	0.00	0.00	0.00	0.15	0.00	60.99	0.01	0.01	0.00
PF00333	Ribosomal_S5	"Ribosomal protein S5, N-terminal domain"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
PF00218	IGPS	"Indole-3-glycerol phosphate synthase"	4	0.04	149.59	0.01	0.91	0.00	0.06	0.00	148.42	0.02	0.19	0.00
PF03161	LAGLIDADG_2	"LAGLIDADG DNA endonuclease family"	2	0.02	994.74	0.06	0.00	0.00	0.00	0.00	994.24	0.11	0.50	0.00
PF04321	RmlD_sub_bind	"RmlD substrate binding domain"	26	0.25	1980.69	0.13	18.24	0.01	16.42	0.01	1934.49	0.21	11.54	0.00
PF03745	DUF309	"Domain of unknown function (DUF309)"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
PF13407	Peripla_BP_4	"Periplasmic binding protein domain"	7	0.07	710.66	0.05	10.29	0.01	6.42	0.00	689.15	0.08	4.80	0.00
PF08359	TetR_C_4	"YsiA-like protein, C-terminal region"	2	0.02	178.62	0.01	7.77	0.01	0.10	0.00	170.43	0.02	0.32	0.00
PF11791	Aconitase_B_N	"Aconitate B N-terminal domain"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
PF03647	Tmemb_14	"Transmembrane proteins 14C"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
PF00389	2-Hacid_dh	"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"	9	0.09	704.78	0.05	8.68	0.01	5.38	0.00	688.43	0.07	2.29	0.00
PF01323	DSBA	"DSBA-like thioredoxin domain"	9	0.09	751.25	0.05	2.79	0.00	5.48	0.00	737.87	0.08	5.12	0.00
PF12894	ANAPC4_WD40	"Anaphase-promoting complex subunit 4 WD40 domain"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
PF08448	PAS_4	"PAS fold"	45	0.43	6474.21	0.41	655.58	0.51	1192.96	0.55	2861.76	0.31	1763.92	0.58
PF07977	FabA	"FabA-like domain"	3	0.03	112.72	0.01	2.69	0.00	20.22	0.01	86.70	0.01	3.10	0.00
PF09754	PAC2	"PAC2 family"	1	0.01	50.96	0.00	4.85	0.00	3.43	0.00	42.25	0.00	0.43	0.00
PF14347	DUF4399	"Domain of unknown function (DUF4399)"	3	0.03	124.72	0.01	5.18	0.00	23.56	0.01	92.40	0.01	3.58	0.00
PF11868	DUF3388	"Protein of unknown function (DUF3388)"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
PF04263	TPK_catalytic	"Thiamin pyrophosphokinase, catalytic domain"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF04293	SpoVR	"SpoVR like protein"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
PF13468	Glyoxalase_3	"Glyoxalase-like domain"	4	0.04	413.30	0.03	10.61	0.01	0.72	0.00	401.02	0.04	0.95	0.00
PF02749	QRPTase_N	"Quinolinate phosphoribosyl transferase, N-terminal domain"	3	0.03	311.62	0.02	0.01	0.00	0.67	0.00	309.01	0.03	1.94	0.00
PF04539	Sigma70_r3	"Sigma-70 region 3"	3	0.03	56.38	0.00	0.13	0.00	0.13	0.00	54.60	0.01	1.52	0.00
PF09902	DUF2129	"Uncharacterized protein conserved in bacteria (DUF2129)"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF00365	PFK	"Phosphofructokinase"	2	0.02	146.61	0.01	10.13	0.01	0.08	0.00	136.07	0.01	0.33	0.00
PF00708	Acylphosphatase	"Acylphosphatase"	2	0.02	86.00	0.01	0.23	0.00	0.06	0.00	85.58	0.01	0.13	0.00
PF00140	Sigma70_r1_2	"Sigma-70 factor, region 1.2"	3	0.03	93.49	0.01	0.44	0.00	20.06	0.01	69.84	0.01	3.15	0.00
PF10003	DUF2244	"Integral membrane protein (DUF2244)"	2	0.02	101.55	0.01	0.24	0.00	16.51	0.01	82.48	0.01	2.33	0.00
PF01928	CYTH	"CYTH domain"	2	0.02	54.49	0.00	2.63	0.00	0.03	0.00	51.64	0.01	0.19	0.00
PF00383	dCMP_cyt_deam_1	"Cytidine and deoxycytidylate deaminase zinc-binding region"	18	0.17	933.67	0.06	26.16	0.02	12.68	0.01	857.42	0.09	37.41	0.01
PF08811	DUF1800	"Protein of unknown function (DUF1800)"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
PF06068	TIP49	"TIP49 P-loop domain"	4	0.04	1912.95	0.12	330.28	0.26	585.17	0.27	108.08	0.01	889.41	0.29
PF10388	YkuI_C	"EAL-domain associated signalling protein domain"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
PF08323	Glyco_transf_5	"Starch synthase catalytic domain"	5	0.05	1989.63	0.13	326.22	0.25	605.53	0.28	165.06	0.02	892.82	0.29
PF13346	ABC2_membrane_5	"ABC-2 family transporter protein"	1	0.01	58.58	0.00	0.03	0.00	0.11	0.00	58.38	0.01	0.06	0.00
PF00502	Phycobilisome	"Phycobilisome protein"	4	0.04	3705.47	0.24	565.89	0.44	1174.21	0.55	168.98	0.02	1796.39	0.59
PF06347	SH3_4	"Bacterial SH3 domain"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF13649	Methyltransf_25	"Methyltransferase domain"	60	0.58	9314.97	0.60	913.02	0.71	1781.23	0.83	3995.72	0.44	2624.99	0.86
PF15461	BCD	"Beta-carotene 15,15'-dioxygenase"	1	0.01	61.15	0.00	0.00	0.00	0.15	0.00	60.99	0.01	0.01	0.00
PF02503	PP_kinase	"Polyphosphate kinase middle domain"	6	0.06	2022.95	0.13	328.24	0.26	589.33	0.27	215.00	0.02	890.39	0.29
PF01145	Band_7	"SPFH domain / Band 7 family"	6	0.06	2159.23	0.14	326.51	0.25	586.03	0.27	356.50	0.04	890.19	0.29
PF02699	YajC	"Preprotein translocase subunit"	4	0.04	144.63	0.01	12.30	0.01	1.74	0.00	126.46	0.01	4.12	0.00
PF18073	Rubredoxin_2	"Rubredoxin metal binding domain"	1	0.01	171.43	0.01	12.03	0.01	40.15	0.02	62.43	0.01	56.82	0.02
PF04203	Sortase	"Sortase domain"	2	0.02	87.18	0.01	2.88	0.00	0.11	0.00	83.95	0.01	0.24	0.00
PF08245	Mur_ligase_M	"Mur ligase middle domain"	25	0.24	1660.31	0.11	17.10	0.01	10.17	0.00	1627.80	0.18	5.23	0.00
PF02769	AIRS_C	"AIR synthase related protein, C-terminal domain"	9	0.09	771.92	0.05	8.86	0.01	1.61	0.00	759.22	0.08	2.24	0.00
PF01431	Peptidase_M13	"Peptidase family M13"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
PF18083	PutA_N	"Proline utilization A N-terminal domain"	1	0.01	69.50	0.00	0.00	0.00	0.02	0.00	69.46	0.01	0.02	0.00
PF02525	Flavodoxin_2	"Flavodoxin-like fold"	9	0.09	723.27	0.05	4.95	0.00	1.22	0.00	716.14	0.08	0.96	0.00
PF00828	Ribosomal_L27A	"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
PF03588	Leu_Phe_trans	"Leucyl/phenylalanyl-tRNA protein transferase"	3	0.03	165.84	0.01	5.15	0.00	20.07	0.01	137.87	0.02	2.75	0.00
PF08850	DUF1820	"Domain of unknown function (DUF1820)"	2	0.02	80.65	0.01	0.00	0.00	0.12	0.00	80.50	0.01	0.03	0.00
PF03065	Glyco_hydro_57	"Glycosyl hydrolase family 57"	2	0.02	161.67	0.01	0.32	0.00	0.59	0.00	160.24	0.02	0.52	0.00
PF11844	DUF3364	"Domain of unknown function (DUF3364)"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
PF13412	HTH_24	"Winged helix-turn-helix DNA-binding"	23	0.22	1532.82	0.10	18.61	0.01	32.14	0.01	1470.29	0.16	11.79	0.00
PF13860	FlgD_ig	"FlgD Ig-like domain"	2	0.02	143.70	0.01	8.24	0.01	0.09	0.00	135.10	0.01	0.28	0.00
PF04356	DUF489	"Protein of unknown function (DUF489)"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
PF12616	DUF3775	"Protein of unknown function (DUF3775)"	2	0.02	71.99	0.00	0.32	0.00	20.22	0.01	48.38	0.01	3.06	0.00
PF08345	YscJ_FliF_C	"Flagellar M-ring protein C-terminal"	2	0.02	69.27	0.00	0.03	0.00	3.61	0.00	64.88	0.01	0.76	0.00
PF03129	HGTP_anticodon	"Anticodon binding domain"	12	0.12	886.83	0.06	37.83	0.03	1.51	0.00	845.52	0.09	1.97	0.00
PF03320	FBPase_glpX	"Bacterial fructose-1,6-bisphosphatase, glpX-encoded"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
PF12437	GSIII_N	"Glutamine synthetase type III N terminal"	1	0.01	37.25	0.00	0.78	0.00	0.04	0.00	36.21	0.00	0.22	0.00
PF07638	Sigma70_ECF	"ECF sigma factor"	12	0.12	703.43	0.04	2.25	0.00	2.13	0.00	695.30	0.08	3.74	0.00
PF12741	SusD-like	"Susd and RagB outer membrane lipoprotein "	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
PF01613	Flavin_Reduct	"Flavin reductase like domain"	8	0.08	674.80	0.04	8.16	0.01	4.58	0.00	658.84	0.07	3.22	0.00
PF00091	Tubulin	"Tubulin/FtsZ family, GTPase domain"	5	0.05	140.61	0.01	11.02	0.01	3.51	0.00	124.84	0.01	1.24	0.00
PF02163	Peptidase_M50	"Peptidase family M50"	7	0.07	341.60	0.02	27.50	0.02	5.23	0.00	304.78	0.03	4.09	0.00
PF01612	DNA_pol_A_exo1	"3'-5' exonuclease"	3	0.03	1979.54	0.13	298.42	0.23	564.48	0.26	263.19	0.03	853.45	0.28
PF03732	Retrotrans_gag	"Retrotransposon gag protein "	1	0.01	8.82	0.00	0.00	0.00	0.00	0.00	8.82	0.00	0.00	0.00
PF00933	Glyco_hydro_3	"Glycosyl hydrolase family 3 N terminal domain"	8	0.08	354.50	0.02	0.95	0.00	1.68	0.00	348.02	0.04	3.85	0.00
PF13641	Glyco_tranf_2_3	"Glycosyltransferase like family 2"	28	0.27	2053.75	0.13	22.53	0.02	47.31	0.02	1936.34	0.21	47.56	0.02
PF01940	DUF92	"Integral membrane protein DUF92"	2	0.02	159.40	0.01	8.13	0.01	0.07	0.00	150.93	0.02	0.27	0.00
PF03060	NMO	"Nitronate monooxygenase"	8	0.08	532.10	0.03	5.24	0.00	4.45	0.00	519.46	0.06	2.96	0.00
PF11836	Phage_TAC_11	"Phage tail tube protein, GTA-gp10"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
PF00490	ALAD	"Delta-aminolevulinic acid dehydratase"	2	0.02	26.47	0.00	0.21	0.00	0.04	0.00	24.70	0.00	1.51	0.00
PF02779	Transket_pyr	"Transketolase, pyrimidine binding domain"	20	0.19	2822.24	0.18	343.17	0.27	609.68	0.28	953.30	0.10	916.09	0.30
PF02770	Acyl-CoA_dh_M	"Acyl-CoA dehydrogenase, middle domain"	30	0.29	1336.13	0.09	17.18	0.01	44.80	0.02	1257.33	0.14	16.81	0.01
PF13192	Thioredoxin_3	"Thioredoxin domain"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
PF13464	DUF4115	"Domain of unknown function (DUF4115)"	4	0.04	384.14	0.02	10.28	0.01	0.68	0.00	372.45	0.04	0.72	0.00
PF01059	Oxidored_q5_N	"NADH-ubiquinone oxidoreductase chain 4, amino terminus"	1	0.01	36.00	0.00	0.85	0.00	0.07	0.00	34.84	0.00	0.24	0.00
PF10652	DUF2480	"Protein of unknown function (DUF2480)"	1	0.01	25.91	0.00	7.20	0.01	0.92	0.00	15.76	0.00	2.03	0.00
PF13640	2OG-FeII_Oxy_3	"2OG-Fe(II) oxygenase superfamily"	4	0.04	354.84	0.02	0.01	0.00	0.43	0.00	354.01	0.04	0.39	0.00
PF17853	GGDEF_2	"GGDEF-like domain"	2	0.02	153.81	0.01	0.33	0.00	0.72	0.00	152.23	0.02	0.54	0.00
PF18158	AidB_N	"Adaptive response protein AidB N-terminal domain"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
PF14698	ASL_C2	"Argininosuccinate lyase C-terminal"	9	0.09	381.12	0.02	14.30	0.01	10.19	0.00	352.38	0.04	4.25	0.00
PF00183	HSP90	"Hsp90 protein"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
PF09317	DUF1974	"Domain of unknown function (DUF1974)"	2	0.02	97.55	0.01	0.03	0.00	0.11	0.00	97.36	0.01	0.06	0.00
PF12401	DUF3662	"Protein of unknown function (DUF2662) "	1	0.01	23.30	0.00	0.10	0.00	0.07	0.00	23.05	0.00	0.08	0.00
PF02649	GCHY-1	"Type I GTP cyclohydrolase folE2"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
PF07702	UTRA	"UTRA domain"	7	0.07	320.64	0.02	10.98	0.01	4.40	0.00	303.40	0.03	1.87	0.00
PF01522	Polysacc_deac_1	"Polysaccharide deacetylase"	5	0.05	250.70	0.02	7.87	0.01	0.19	0.00	242.35	0.03	0.30	0.00
PF17170	DUF5128	"6-bladed beta-propeller"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
PF04468	PSP1	"PSP1 C-terminal conserved region"	1	0.01	13.49	0.00	0.00	0.00	0.01	0.00	11.94	0.00	1.53	0.00
PF13481	AAA_25	"AAA domain"	7	0.07	458.73	0.03	20.50	0.02	40.59	0.02	340.12	0.04	57.53	0.02
PF01367	5_3_exonuc	"5'-3' exonuclease, C-terminal SAM fold"	3	0.03	225.32	0.01	17.99	0.01	0.14	0.00	206.60	0.02	0.58	0.00
PF02941	FeThRed_A	"Ferredoxin thioredoxin reductase variable alpha chain"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
PF04324	Fer2_BFD	"BFD-like [2Fe-2S] binding domain"	2	0.02	409.26	0.03	0.03	0.00	1.29	0.00	406.65	0.04	1.29	0.00
PF01967	MoaC	"MoaC family"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
PF13482	RNase_H_2	"RNase_H superfamily"	5	0.05	1945.27	0.12	316.50	0.25	564.11	0.26	211.03	0.02	853.63	0.28
PF06559	DCD	"2'-deoxycytidine 5'-triphosphate deaminase (DCD)"	1	0.01	38.98	0.00	0.00	0.00	0.00	0.00	38.97	0.00	0.01	0.00
PF06841	Phage_T4_gp19	"T4-like virus tail tube protein gp19"	2	0.02	49.41	0.00	0.19	0.00	0.14	0.00	48.89	0.01	0.18	0.00
PF01171	ATP_bind_3	"PP-loop family"	3	0.03	146.85	0.01	3.28	0.00	0.19	0.00	143.15	0.02	0.24	0.00
PF02579	Nitro_FeMo-Co	"Dinitrogenase iron-molybdenum cofactor"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
PF13847	Methyltransf_31	"Methyltransferase domain"	54	0.52	8735.38	0.56	947.35	0.74	1781.48	0.83	3322.23	0.36	2684.31	0.88
PF02678	Pirin	"Pirin"	6	0.06	2066.16	0.13	283.52	0.22	609.54	0.28	271.05	0.03	902.04	0.30
PF02861	Clp_N	"Clp amino terminal domain, pathogenicity island component"	5	0.05	1868.79	0.12	306.22	0.24	565.21	0.26	141.83	0.02	855.53	0.28
PF12844	HTH_19	"Helix-turn-helix domain"	10	0.10	696.46	0.04	30.34	0.02	18.76	0.01	641.03	0.07	6.33	0.00
PF01264	Chorismate_synt	"Chorismate synthase"	3	0.03	272.61	0.02	0.04	0.00	0.50	0.00	271.67	0.03	0.40	0.00
PF00700	Flagellin_C	"Bacterial flagellin C-terminal helical region"	1	0.01	29.16	0.00	0.03	0.00	3.61	0.00	24.78	0.00	0.76	0.00
PF03417	AAT	"Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
PF02867	Ribonuc_red_lgC	"Ribonucleotide reductase, barrel domain"	4	0.04	197.71	0.01	8.13	0.01	0.18	0.00	189.13	0.02	0.28	0.00
PF00595	PDZ	"PDZ domain"	17	0.16	876.95	0.06	39.57	0.03	11.35	0.01	815.24	0.09	10.79	0.00
PF00310	GATase_2	"Glutamine amidotransferases class-II"	3	0.03	131.52	0.01	0.03	0.00	3.78	0.00	126.94	0.01	0.78	0.00
PF07219	HemY_N	"HemY protein N-terminus"	3	0.03	244.35	0.02	0.22	0.00	0.47	0.00	243.15	0.03	0.50	0.00
PF13456	RVT_3	"Reverse transcriptase-like"	2	0.02	112.97	0.01	7.86	0.01	0.06	0.00	104.80	0.01	0.25	0.00
PF13086	AAA_11	"AAA domain"	3	0.03	155.29	0.01	2.81	0.00	0.59	0.00	151.35	0.02	0.54	0.00
PF01189	Methyltr_RsmB-F	"16S rRNA methyltransferase RsmB/F"	7	0.07	446.97	0.03	2.69	0.00	17.32	0.01	421.40	0.05	5.56	0.00
PF01883	FeS_assembly_P	"Iron-sulfur cluster assembly protein"	9	0.09	870.36	0.06	10.77	0.01	5.11	0.00	850.73	0.09	3.76	0.00
PF18478	PIN_10	"PIN like domain"	1	0.01	71.59	0.00	0.00	0.00	0.01	0.00	71.56	0.01	0.02	0.00
PF14520	HHH_5	"Helix-hairpin-helix domain"	23	0.22	2904.28	0.19	353.92	0.28	608.06	0.28	1042.81	0.11	899.49	0.30
PF00707	IF3_C	"Translation initiation factor IF-3, C-terminal domain"	7	0.07	581.65	0.04	16.25	0.01	6.59	0.00	553.55	0.06	5.26	0.00
PF08667	BetR	"BetR domain"	1	0.01	34.27	0.00	0.00	0.00	0.00	0.00	34.26	0.00	0.00	0.00
PF08002	DUF1697	"Protein of unknown function (DUF1697)"	2	0.02	59.24	0.00	2.26	0.00	0.00	0.00	56.94	0.01	0.04	0.00
PF02545	Maf	"Maf-like protein"	5	0.05	1892.08	0.12	308.45	0.24	565.54	0.26	160.83	0.02	857.26	0.28
PF17855	MCM_lid	"MCM AAA-lid domain"	1	0.01	16.61	0.00	0.00	0.00	0.00	0.00	16.61	0.00	0.00	0.00
PF02637	GatB_Yqey	"GatB domain"	3	0.03	355.44	0.02	0.33	0.00	1.04	0.00	353.16	0.04	0.92	0.00
PF02572	CobA_CobO_BtuR	"ATP:corrinoid adenosyltransferase BtuR/CobO/CobP"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
PF09883	DUF2110	"Uncharacterized protein conserved in archaea (DUF2110)"	2	0.02	137.55	0.01	12.98	0.01	3.48	0.00	120.43	0.01	0.67	0.00
PF03950	tRNA-synt_1c_C	"tRNA synthetases class I (E and Q), anti-codon binding domain"	2	0.02	24.32	0.00	0.30	0.00	0.35	0.00	23.35	0.00	0.32	0.00
PF06114	Peptidase_M78	"IrrE N-terminal-like domain"	2	0.02	80.23	0.01	0.00	0.00	0.92	0.00	78.52	0.01	0.80	0.00
PF05099	TerB	"Tellurite resistance protein TerB"	3	0.03	167.61	0.01	0.05	0.00	3.22	0.00	163.59	0.02	0.74	0.00
PF18848	baeRF_family6	"Bacterial archaeo-eukaryotic release factor family 6"	2	0.02	71.66	0.00	2.39	0.00	3.52	0.00	64.86	0.01	0.88	0.00
PF00006	ATP-synt_ab	"ATP synthase alpha/beta family, nucleotide-binding domain"	13	0.13	478.27	0.03	17.07	0.01	5.67	0.00	446.43	0.05	9.10	0.00
PF11392	DUF2877	"Protein of unknown function (DUF2877)"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
