#accession	id	type	count	count_pct	abundance	abundance_pct	depth_M1	depth_pct_M1	depth_M2	depth_pct_M2	depth_M3	depth_pct_M3	depth_M4	depth_pct_M4	plevel_pct_P1	plevel_pct_P2	plevel_pct_P3	plevel_pct_P4	desc
PF05973.14	Gp49	Family	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	Phage derived protein Gp49-like (DUF891)
PF05991.11	NYN_YacP	Domain	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0	0	0	0	YacP-like NYN domain
PF05995.12	CDO_I	Domain	1	0.02	6699.09	0.02	1588.53	0.02	1983.47	0.02	1181.26	0.03	1945.83	0.02	0	0	0	0	Cysteine dioxygenase type I
PF05996.12	Fe_bilin_red	Family	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0	0	0	0	Ferredoxin-dependent bilin reductase
PF06026.14	Rib_5-P_isom_A	Family	1	0.02	6467.38	0.02	1525.95	0.02	2000.80	0.02	1031.52	0.02	1909.11	0.02	0.00	0.00	0.00	0.00	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
PF06051.12	DUF928	Family	10	0.23	66374.00	0.24	15637.99	0.24	20550.60	0.24	10531.23	0.23	19654.18	0.24	0.01	0.02	0.01	0.01	Domain of Unknown Function (DUF928)
PF06055.12	ExoD	Family	1	0.02	6742.25	0.02	1604.07	0.02	1921.11	0.02	1283.15	0.03	1933.93	0.02	0	0.00	0	0	Exopolysaccharide synthesis, ExoD
PF06071.13	YchF-GTPase_C	Domain	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	Protein of unknown function (DUF933)
PF06080.12	DUF938	Family	1	0.02	6473.07	0.02	1528.08	0.02	1942.78	0.02	1103.81	0.02	1898.40	0.02	0	0	0	0	Protein of unknown function (DUF938)
PF06089.12	Asparaginase_II	Family	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0	0	0	0	L-asparaginase II
PF06094.12	GGACT	Family	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0	0	0	0	Gamma-glutamyl cyclotransferase, AIG2-like
PF06114.13	Peptidase_M78	Family	2	0.05	12851.53	0.05	3034.39	0.05	3906.66	0.05	2123.04	0.05	3787.43	0.05	0.01	0.01	0.01	0.00	IrrE N-terminal-like domain
PF06127.11	DUF962	Family	2	0.05	12873.00	0.05	3037.81	0.05	3893.67	0.05	2159.79	0.05	3781.74	0.05	0.04	0.02	0.01	0.02	Protein of unknown function (DUF962)
PF06144.13	DNA_pol3_delta	Family	1	0.02	6810.41	0.02	1608.79	0.02	1993.98	0.02	1255.71	0.03	1951.94	0.02	0.00	0.00	0.00	0.01	DNA polymerase III, delta subunit
PF06172.11	Cupin_5	Domain	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0.00	0	0.01	0.00	Cupin superfamily (DUF985)
PF06175.11	MiaE	Domain	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0.00	0.00	0.00	0.00	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)
PF06202.14	GDE_C	Domain	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	Amylo-alpha-1,6-glucosidase 
PF06206.11	CpeT	Family	2	0.05	13039.80	0.05	3081.43	0.05	3907.32	0.05	2247.50	0.05	3803.56	0.05	0	0	0	0	CpeT/CpcT family (DUF1001)
PF06271.12	RDD	Family	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.05	0.05	0.04	0.06	RDD family
PF06293.14	Kdo	Family	5	0.11	31882.44	0.11	7584.32	0.11	9806.29	0.11	5151.54	0.11	9340.32	0.11	0	0	0	0	Lipopolysaccharide kinase (Kdo/WaaP) family
PF06296.12	RelE	Family	1	0.02	6294.95	0.02	1478.05	0.02	1879.43	0.02	1114.52	0.02	1822.95	0.02	0	0	0	0	RelE toxin of RelE / RelB toxin-antitoxin system
PF06305.11	LapA_dom	Family	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0	0	0	0	Lipopolysaccharide assembly protein A domain
PF06415.13	iPGM_N	Domain	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0.02	0.01	0.02	0.02	BPG-independent PGAM N-terminus (iPGM_N)
PF06418.14	CTP_synth_N	Domain	1	0.02	6175.40	0.02	1451.91	0.02	1747.89	0.02	1222.76	0.03	1752.83	0.02	0	0	0	0	CTP synthase N-terminus
PF06421.12	LepA_C	Family	1	0.02	6034.57	0.02	1428.50	0.02	1789.04	0.02	1040.69	0.02	1776.34	0.02	0	0	0	0	GTP-binding protein LepA C-terminus
PF06434.13	Aconitase_2_N	Family	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	Aconitate hydratase 2 N-terminus
PF06463.13	Mob_synth_C	Domain	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	Molybdenum Cofactor Synthesis C
PF06470.13	SMC_hinge	Domain	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0.00	0.00	0.00	SMC proteins Flexible Hinge Domain
PF06480.15	FtsH_ext	Family	2	0.05	12378.98	0.04	2913.66	0.04	3781.27	0.04	2021.77	0.04	3662.27	0.04	0.02	0.03	0.00	0.03	FtsH Extracellular
PF06485.11	Tab2_like	Family	2	0.05	12936.45	0.05	3066.15	0.05	3978.25	0.05	2073.97	0.04	3818.09	0.05	0.00	0.00	0	0.00	RNA-binding protein Tab2/Atab2
PF06514.11	PsbU	Family	1	0.02	6553.05	0.02	1544.02	0.02	1982.16	0.02	1099.75	0.02	1927.12	0.02	0	0	0	0	Photosystem II 12 kDa extrinsic protein (PsbU)
PF06572.12	DUF1131	Family	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0	0	0	0	Protein of unknown function (DUF1131)
PF06574.12	Flavokinase	Domain	2	0.05	13094.48	0.05	3093.52	0.05	3966.28	0.05	2177.40	0.05	3857.26	0.05	0	0	0	0	Riboflavin kinase
PF06634.12	DUF1156	Family	1	0.02	6489.20	0.02	1530.35	0.02	2039.25	0.02	993.13	0.02	1926.47	0.02	0	0	0	0	Protein of unknown function (DUF1156)
PF06689.13	zf-C4_ClpX	Domain	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0.00	0	0.00	ClpX C4-type zinc finger
PF06739.11	SH3_3	Domain	1	0.02	6571.93	0.02	1572.06	0.02	1930.41	0.02	1182.22	0.03	1887.24	0.02	0.00	0.01	0.01	0.01	Bacterial SH3 domain
PF06745.13	ATPase	Domain	2	0.05	12935.52	0.05	3046.95	0.05	3982.31	0.05	2085.34	0.05	3820.91	0.05	0.05	0.05	0.05	0.05	KaiC
PF06750.13	DiS_P_DiS	Domain	1	0.02	6226.02	0.02	1464.95	0.02	1925.15	0.02	983.52	0.02	1852.41	0.02	0	0	0	0	Bacterial Peptidase A24 N-terminal domain
PF06769.14	YoeB_toxin	Family	1	0.02	5909.08	0.02	1385.83	0.02	1939.98	0.02	797.27	0.02	1786.00	0.02	0	0	0	0	YoeB-like toxin of bacterial type II toxin-antitoxin system
PF06799.11	DUF1230	Family	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0	0	0	0	Conserved in the green lineage and diatoms 27
PF06803.12	DUF1232	Family	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0.02	0.04	0.01	0.02	Protein of unknown function (DUF1232)
PF06808.12	DctM	Family	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0	0	0	0	Tripartite ATP-independent periplasmic transporter, DctM component
PF06827.14	zf-FPG_IleRS	Domain	2	0.05	13856.80	0.05	3286.40	0.05	4028.45	0.05	2560.63	0.06	3981.34	0.05	0	0	0	0	Zinc finger found in FPG and IleRS
PF06831.14	H2TH	Domain	1	0.02	7382.23	0.03	1753.91	0.03	2030.09	0.02	1518.06	0.03	2080.18	0.03	0	0	0	0	Formamidopyrimidine-DNA glycosylase H2TH domain
PF06835.13	LptC	Family	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0.01	0.01	0.01	0.01	Lipopolysaccharide-assembly, LptC-related
PF06868.11	DUF1257	Family	2	0.05	13020.31	0.05	3074.84	0.05	3925.92	0.05	2192.51	0.05	3827.03	0.05	0	0	0	0	Protein of unknown function (DUF1257)
PF06949.11	DUF1292	Family	1	0.02	6389.65	0.02	1500.73	0.02	1926.77	0.02	1091.64	0.02	1870.50	0.02	0	0	0	0	Protein of unknown function (DUF1292)
PF06967.11	Mo-nitro_C	Family	2	0.05	13146.32	0.05	3110.07	0.05	4057.26	0.05	2147.38	0.05	3831.62	0.05	0.00	0.00	0	0.00	Mo-dependent nitrogenase C-terminus
PF06968.13	BATS	Domain	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0.01	0.01	0.01	0.01	Biotin and Thiamin Synthesis associated domain
PF06969.16	HemN_C	Domain	2	0.05	13522.03	0.05	3203.40	0.05	4154.84	0.05	2204.48	0.05	3959.30	0.05	0	0.00	0	0	HemN C-terminal domain
PF07005.11	SBD_N	Domain	1	0.02	6564.04	0.02	1565.29	0.02	1986.41	0.02	1090.71	0.02	1921.63	0.02	0	0	0	0	Sugar-binding N-terminal domain
PF07082.11	DUF1350	Family	1	0.02	6421.77	0.02	1524.41	0.02	1932.13	0.02	1074.97	0.02	1890.27	0.02	0	0	0	0	Protein of unknown function (DUF1350)
PF07085.12	DRTGG	Domain	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0	0	0	0	DRTGG domain
PF07099.11	DUF1361	Family	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0.00	0.00	0.00	Protein of unknown function (DUF1361)
PF07176.11	DUF1400	Family	3	0.07	19659.23	0.07	4663.61	0.07	5966.82	0.07	3273.70	0.07	5755.10	0.07	0.01	0.01	0.01	0.01	Alpha/beta hydrolase of unknown function (DUF1400)
PF07228.12	SpoIIE	Family	7	0.16	45645.90	0.16	10797.89	0.16	13766.09	0.16	7726.27	0.17	13355.65	0.16	0.02	0.02	0.02	0.02	Stage II sporulation protein E (SpoIIE)
PF07244.15	POTRA	Domain	3	0.07	19294.41	0.07	4571.73	0.07	5849.45	0.07	3208.89	0.07	5664.35	0.07	0	0	0	0	Surface antigen variable number repeat
PF07264.11	EI24	Family	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0.01	0.01	0.01	0.01	Etoposide-induced protein 2.4 (EI24)
PF07282.11	OrfB_Zn_ribbon	Family	11	0.25	118768.77	0.42	28484.43	0.43	32703.50	0.38	24858.74	0.54	32722.09	0.40	0.01	0.01	0.01	0.01	Putative transposase DNA-binding domain
PF07286.12	DUF1445	Family	1	0.02	5161.53	0.02	1218.70	0.02	1609.55	0.02	814.50	0.02	1518.79	0.02	0	0	0	0	Protein of unknown function (DUF1445)
PF07290.11	DUF1449	Family	1	0.02	6439.52	0.02	1522.42	0.02	1897.64	0.02	1108.08	0.02	1911.37	0.02	0	0	0	0	Protein of unknown function (DUF1449)
PF07298.11	NnrU	Family	1	0.02	6553.05	0.02	1544.02	0.02	1982.16	0.02	1099.75	0.02	1927.12	0.02	0	0	0.00	0.00	NnrU protein
PF07332.11	Phage_holin_3_6	Domain	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0	0	0	0	Putative Actinobacterial Holin-X, holin superfamily III
PF07386.11	DUF1499	Family	1	0.02	6591.63	0.02	1564.01	0.02	1968.53	0.02	1155.33	0.03	1903.76	0.02	0	0	0	0	Protein of unknown function (DUF1499)
PF07444.11	Ycf66_N	Family	2	0.05	13098.41	0.05	3103.13	0.05	3945.36	0.05	2222.76	0.05	3827.16	0.05	0	0	0	0	Ycf66 protein N-terminus
PF07466.11	DUF1517	Family	4	0.09	26111.25	0.09	6161.92	0.09	7972.11	0.09	4302.73	0.09	7674.47	0.09	0.03	0.02	0.02	0.05	Protein of unknown function (DUF1517)
PF07478.13	Dala_Dala_lig_C	Family	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0	0	0	0	D-ala D-ala ligase C-terminus
PF07479.14	NAD_Gly3P_dh_C	Domain	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
PF07498.12	Rho_N	Family	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.06	0.06	0.12	0.08	Rho termination factor, N-terminal domain
PF07499.13	RuvA_C	Domain	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0.06	0.05	0.07	0.06	RuvA, C-terminal domain
PF07503.12	zf-HYPF	Domain	1	0.02	6280.76	0.02	1511.66	0.02	1820.41	0.02	1117.33	0.02	1831.36	0.02	0.00	0.00	0.00	0.00	HypF finger
PF07510.11	DUF1524	Domain	2	0.05	13090.32	0.05	3085.72	0.05	4058.78	0.05	2039.35	0.04	3906.47	0.05	0.00	0.00	0	0.00	Protein of unknown function (DUF1524)
PF07516.13	SecA_SW	Family	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0.35	0.25	0.50	0.28	SecA Wing and Scaffold domain
PF07517.14	SecA_DEAD	Domain	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0.35	0.25	0.50	0.28	SecA DEAD-like domain
PF07521.12	RMMBL	Motif	2	0.05	13368.32	0.05	3157.99	0.05	4052.61	0.05	2236.05	0.05	3921.67	0.05	0.46	0.44	0.46	0.58	Zn-dependent metallo-hydrolase RNA specificity domain
PF07538.11	ChW	Repeat	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	Clostridial hydrophobic W
PF07549.14	Sec_GG	Motif	2	0.05	12978.40	0.05	3060.70	0.05	4078.50	0.05	1986.26	0.04	3852.94	0.05	0.00	0.00	0.00	0.00	SecD/SecF GG Motif
PF07589.11	PEP-CTERM	Motif	4	0.09	25848.49	0.09	6127.55	0.09	7781.78	0.09	4320.42	0.09	7618.75	0.09	0.00	0.00	0.00	0.00	PEP-CTERM motif
PF07593.12	UnbV_ASPIC	Family	1	0.02	6209.59	0.02	1460.09	0.02	1926.12	0.02	949.72	0.02	1873.66	0.02	0.04	0.03	0.03	0.04	ASPIC and UnbV
PF07602.11	DUF1565	Family	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	Protein of unknown function (DUF1565)
PF07638.11	Sigma70_ECF	Family	2	0.05	13206.18	0.05	3119.33	0.05	4028.18	0.05	2197.37	0.05	3861.29	0.05	0	0	0	0	ECF sigma factor
PF07650.17	KH_2	Domain	2	0.05	13331.88	0.05	3137.83	0.05	4067.71	0.05	2197.41	0.05	3928.91	0.05	0.01	0.01	0.00	0.01	KH domain
PF07660.14	STN	Family	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	Secretin and TonB N terminus short domain
PF07662.13	Nucleos_tra2_C	Family	1	0.02	6473.07	0.02	1528.08	0.02	1942.78	0.02	1103.81	0.02	1898.40	0.02	0.01	0.01	0.01	0.01	Na+ dependent nucleoside transporter C-terminus
PF07664.12	FeoB_C	Family	1	0.02	6105.55	0.02	1430.68	0.02	1944.03	0.02	906.76	0.02	1824.07	0.02	0	0	0	0	Ferrous iron transport protein B C terminus
PF07669.11	Eco57I	Domain	1	0.02	6461.88	0.02	1533.66	0.02	1979.89	0.02	1031.40	0.02	1916.93	0.02	0.00	0.01	0.01	0.01	Eco57I restriction-modification methylase
PF07670.14	Gate	Domain	1	0.02	6105.55	0.02	1430.68	0.02	1944.03	0.02	906.76	0.02	1824.07	0.02	0	0	0	0	Nucleoside recognition
PF07676.12	PD40	Repeat	4	0.09	25705.96	0.09	6057.91	0.09	7884.89	0.09	4124.70	0.09	7638.47	0.09	0.02	0.06	0.01	0.07	WD40-like Beta Propeller Repeat
PF07681.12	DoxX	Family	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0.01	0.01	0.01	0.01	DoxX
PF07683.14	CobW_C	Domain	4	0.09	25391.41	0.09	5980.40	0.09	7596.08	0.09	4397.22	0.10	7417.69	0.09	0.05	0.03	0.04	0.03	Cobalamin synthesis protein cobW C-terminal domain
PF07685.14	GATase_3	Domain	3	0.07	19298.50	0.07	4542.90	0.07	5889.65	0.07	3104.90	0.07	5761.04	0.07	0.09	0.13	0.12	0.12	CobB/CobQ-like glutamine amidotransferase domain
PF07687.14	M20_dimer	Domain	2	0.05	13076.69	0.05	3085.93	0.05	4035.63	0.05	2113.92	0.05	3841.22	0.05	0.03	0.03	0.02	0.03	Peptidase dimerisation domain
PF07688.12	KaiA	Domain	1	0.02	6467.38	0.02	1525.95	0.02	2000.80	0.02	1031.52	0.02	1909.11	0.02	0	0.00	0.00	0.00	KaiA C-terminal domain
PF07689.12	KaiB	Domain	3	0.07	19819.01	0.07	4681.14	0.07	6064.72	0.07	3259.66	0.07	5813.48	0.07	0.00	0.00	0.01	0.01	KaiB domain
PF07690.16	MFS_1	Family	12	0.28	76789.78	0.27	18069.81	0.27	23663.40	0.28	12292.28	0.27	22764.30	0.28	0.22	0.18	0.27	0.21	Major Facilitator Superfamily
PF07693.14	KAP_NTPase	Domain	2	0.05	12819.44	0.05	3010.99	0.05	3952.97	0.05	2060.27	0.04	3795.21	0.05	0	0	0	0	KAP family P-loop domain
PF07697.11	7TMR-HDED	Domain	1	0.02	6489.20	0.02	1530.35	0.02	2039.25	0.02	993.13	0.02	1926.47	0.02	0	0	0	0	7TM-HD extracellular
PF07698.11	7TM-7TMR_HD	Domain	1	0.02	6489.20	0.02	1530.35	0.02	2039.25	0.02	993.13	0.02	1926.47	0.02	0	0	0	0	7TM receptor with intracellular HD hydrolase
PF07715.15	Plug	Domain	1	0.02	6467.38	0.02	1525.95	0.02	2000.80	0.02	1031.52	0.02	1909.11	0.02	0	0	0	0	TonB-dependent Receptor Plug Domain
PF07719.17	TPR_2	Repeat	5	0.11	32094.49	0.11	7562.61	0.11	9936.75	0.12	5079.94	0.11	9515.19	0.12	0.00	0.00	0	0	Tetratricopeptide repeat
PF07728.14	AAA_5	Domain	4	0.09	27774.83	0.10	6604.50	0.10	8418.79	0.10	4730.08	0.10	8021.48	0.10	0.10	0.14	0.09	0.07	AAA domain (dynein-related subfamily)
PF07733.12	DNA_pol3_alpha	Domain	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0.00	0.00	0.00	0.00	Bacterial DNA polymerase III alpha NTPase domain
PF07736.11	CM_1	Domain	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0.01	0.00	0	0	Chorismate mutase type I
PF07748.13	Glyco_hydro_38C	Domain	1	0.02	6554.57	0.02	1570.80	0.02	1926.32	0.02	1201.35	0.03	1856.10	0.02	0	0	0	0	Glycosyl hydrolases family 38 C-terminal domain
PF07784.11	DUF1622	Family	2	0.05	13028.47	0.05	3082.59	0.05	4030.40	0.05	2048.70	0.04	3866.78	0.05	0	0	0	0	Protein of unknown function (DUF1622)
PF07804.12	HipA_C	Domain	1	0.02	6339.10	0.02	1491.71	0.02	1976.34	0.02	985.99	0.02	1885.07	0.02	0	0	0	0	HipA-like C-terminal domain
PF07813.12	LTXXQ	Family	3	0.07	19921.06	0.07	4686.25	0.07	6120.48	0.07	3270.71	0.07	5843.59	0.07	0	0.00	0	0	LTXXQ motif family protein
PF07859.13	Abhydrolase_3	Domain	2	0.05	12796.61	0.05	3013.52	0.05	3890.41	0.05	2114.72	0.05	3777.96	0.05	0.00	0.00	0.00	0.00	alpha/beta hydrolase fold
PF07862.11	Nif11	Family	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0	0	0.01	0.01	Nif11 domain
PF07883.11	Cupin_2	Domain	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	Cupin domain
PF07884.14	VKOR	Domain	2	0.05	12932.12	0.05	3035.65	0.05	3963.22	0.05	2072.05	0.04	3861.20	0.05	0.00	0.01	0.01	0.01	Vitamin K epoxide reductase family
PF07885.16	Ion_trans_2	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	Ion channel
PF07892.11	DUF1667	Family	1	0.02	6277.36	0.02	1469.63	0.02	1899.67	0.02	1042.78	0.02	1865.28	0.02	0	0	0	0	Protein of unknown function (DUF1667)
PF07927.12	HicA_toxin	Family	5	0.11	31946.21	0.11	7537.11	0.11	9807.00	0.11	5129.80	0.11	9472.31	0.11	0.02	0.02	0.01	0.01	HicA toxin of bacterial toxin-antitoxin,
PF07963.12	N_methyl	Motif	4	0.09	25616.88	0.09	6091.02	0.09	7745.42	0.09	4234.67	0.09	7545.74	0.09	0	0	0	0	Prokaryotic N-terminal methylation motif
PF07973.14	tRNA_SAD	Domain	2	0.05	12853.30	0.05	3050.73	0.05	3861.80	0.05	2211.49	0.05	3729.28	0.05	0	0	0	0	Threonyl and Alanyl tRNA synthetase second additional domain
PF07977.13	FabA	Domain	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	FabA-like domain
PF07992.14	Pyr_redox_2	Domain	1	0.02	6402.18	0.02	1519.72	0.02	2029.19	0.02	939.16	0.02	1914.10	0.02	0	0	0	0	Pyridine nucleotide-disulphide oxidoreductase
PF07995.11	GSDH	Domain	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	Glucose / Sorbosone dehydrogenase
PF08007.12	Cupin_4	Family	1	0.02	6810.41	0.02	1608.79	0.02	1993.98	0.02	1255.71	0.03	1951.94	0.02	0	0	0	0	Cupin superfamily protein
PF08022.12	FAD_binding_8	Domain	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0	0	0	0	FAD-binding domain
PF08032.12	SpoU_sub_bind	Domain	2	0.05	13157.02	0.05	3101.85	0.05	4034.77	0.05	2155.03	0.05	3865.35	0.05	0.04	0.09	0.08	0.05	RNA 2'-O ribose methyltransferase substrate binding
PF08148.12	DSHCT	Domain	2	0.05	7182.36	0.03	1704.88	0.03	1985.93	0.02	1506.82	0.03	1984.75	0.02	0.02	0.02	0.02	0.01	DSHCT (NUC185) domain
PF08206.11	OB_RNB	Domain	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	Ribonuclease B OB domain
PF08207.12	EFP_N	Domain	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0	0	0	0	Elongation factor P (EF-P) KOW-like domain
PF08218.11	Citrate_ly_lig	Domain	1	0.02	6615.35	0.02	1552.83	0.02	2030.94	0.02	1095.93	0.02	1935.65	0.02	0	0	0	0	Citrate lyase ligase C-terminal domain
PF08239.11	SH3_3	Domain	3	0.07	19547.35	0.07	4606.60	0.07	6055.66	0.07	3046.57	0.07	5838.50	0.07	0.15	0.14	0.18	0.18	Bacterial SH3 domain
PF08240.12	ADH_N	Domain	4	0.09	25564.61	0.09	6051.20	0.09	7683.56	0.09	4371.22	0.09	7458.62	0.09	0.10	0.15	0.12	0.10	Alcohol dehydrogenase GroES-like domain
PF08241.12	Methyltransf_11	Domain	26	0.60	168343.20	0.60	39732.06	0.60	50658.74	0.59	28651.64	0.62	49300.75	0.60	0.20	0.20	0.16	0.16	Methyltransferase domain
PF08245.12	Mur_ligase_M	Domain	6	0.14	38493.83	0.14	9076.79	0.14	11681.10	0.14	6449.69	0.14	11286.23	0.14	0.37	0.38	0.35	0.40	Mur ligase middle domain
PF08264.13	Anticodon_1	Domain	3	0.07	19163.48	0.07	4537.31	0.07	5831.64	0.07	3148.93	0.07	5645.60	0.07	0.01	0.01	0	0.01	Anticodon-binding domain of tRNA
PF08267.12	Meth_synt_1	Domain	1	0.02	6223.98	0.02	1462.11	0.02	1907.97	0.02	1025.03	0.02	1828.86	0.02	0	0	0	0	Cobalamin-independent synthase, N-terminal domain
PF08275.11	Toprim_N	Domain	1	0.02	6642.20	0.02	1562.36	0.02	2082.86	0.02	1046.06	0.02	1950.93	0.02	0	0	0	0	DNA primase catalytic core, N-terminal domain
PF08279.12	HTH_11	Domain	1	0.02	6720.30	0.02	1583.07	0.02	2109.94	0.02	1013.17	0.02	2014.12	0.02	0	0	0	0	HTH domain
PF08282.12	Hydrolase_3	Domain	3	0.07	19785.06	0.07	4689.21	0.07	6031.05	0.07	3238.50	0.07	5826.28	0.07	0	0	0	0	haloacid dehalogenase-like hydrolase
PF08291.11	Peptidase_M15_3	Domain	1	0.02	6325.50	0.02	1503.80	0.02	1871.55	0.02	1099.39	0.02	1850.76	0.02	0	0	0	0	Peptidase M15 
PF08299.11	Bac_DnaA_C	Domain	1	0.02	6142.66	0.02	1451.93	0.02	1823.46	0.02	1110.63	0.02	1756.64	0.02	0	0	0	0	Bacterial dnaA protein helix-turn-helix
PF08310.11	LGFP	Repeat	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0	0	0	0	LGFP repeat
PF08331.10	DUF1730	Family	1	0.02	6410.04	0.02	1509.59	0.02	2054.70	0.02	933.93	0.02	1911.82	0.02	0	0	0	0	Domain of unknown function (DUF1730)
PF08338.11	DUF1731	Family	1	0.02	6370.02	0.02	1502.65	0.02	1948.84	0.02	1026.18	0.02	1892.35	0.02	0	0	0	0.00	Domain of unknown function (DUF1731)
PF08369.10	PCP_red	Family	2	0.05	12924.86	0.05	3044.80	0.05	3910.90	0.05	2186.01	0.05	3783.15	0.05	0	0	0	0	Proto-chlorophyllide reductase 57 kD subunit
PF08379.10	Bact_transglu_N	Family	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	Bacterial transglutaminase-like N-terminal region
PF08402.10	TOBE_2	Family	2	0.05	12897.36	0.05	3043.88	0.05	3928.57	0.05	2101.84	0.05	3823.07	0.05	0.00	0.01	0	0.01	TOBE domain
PF08421.11	Methyltransf_13	Domain	1	0.02	6294.95	0.02	1478.05	0.02	1879.43	0.02	1114.52	0.02	1822.95	0.02	0	0	0	0	Putative zinc binding domain
