#kegg_pathway_id	kegg_pathway_name	total_family_in_pathway	total_family_found_in_pathway	ko	ko_name	gene_num
02060	Phosphotransferase system (PTS)	98	55	K11192	PTS-Mur-EIIC, murP	1
02060	Phosphotransferase system (PTS)	98	55	K11194	PTS-Fru1-EIIA, levD	2
02060	Phosphotransferase system (PTS)	98	55	K11198	PTS-Mng-EIIA, mngA, hrsA	4
02060	Phosphotransferase system (PTS)	98	55	K11199	PTS-Mng-EIIB, mngA, hrsA	4
02060	Phosphotransferase system (PTS)	98	55	K11200	PTS-Mng-EIIC, mngA, hrsA	4
00860	Porphyrin and chlorophyll metabolism	85	31	K00228	E1.3.3.3, hemF	2
00860	Porphyrin and chlorophyll metabolism	85	31	K00231	E1.3.3.4B, hemY	2
00860	Porphyrin and chlorophyll metabolism	85	31	K00595	COBL1, cobL	1
00860	Porphyrin and chlorophyll metabolism	85	31	K00643	E2.3.1.37, ALAS	1
00860	Porphyrin and chlorophyll metabolism	85	31	K00798	E2.5.1.17, cobO, btuR	2
00860	Porphyrin and chlorophyll metabolism	85	31	K01599	E4.1.1.37, hemE	4
00860	Porphyrin and chlorophyll metabolism	85	31	K01698	E4.2.1.24, hemB	2
00860	Porphyrin and chlorophyll metabolism	85	31	K01719	E4.2.1.75, hemD	1
00860	Porphyrin and chlorophyll metabolism	85	31	K01749	E2.5.1.61, hemC	3
00860	Porphyrin and chlorophyll metabolism	85	31	K01772	E4.99.1.1, hemH	1
00860	Porphyrin and chlorophyll metabolism	85	31	K01845	E5.4.3.8, hemL	2
00860	Porphyrin and chlorophyll metabolism	85	31	K01885	E6.1.1.17, gltX	4
00860	Porphyrin and chlorophyll metabolism	85	31	K02226	COBC2, cobC, phpB	6
00860	Porphyrin and chlorophyll metabolism	85	31	K02232	E6.3.5.10, cobQ, cbiP	1
00860	Porphyrin and chlorophyll metabolism	85	31	K02257	COX10	5
00860	Porphyrin and chlorophyll metabolism	85	31	K02259	COX15	1
00860	Porphyrin and chlorophyll metabolism	85	31	K02301	CYOE	2
00860	Porphyrin and chlorophyll metabolism	85	31	K02302	CYSG1, cysG, cobA	3
00860	Porphyrin and chlorophyll metabolism	85	31	K02303	CYSG2, cysG	1
00860	Porphyrin and chlorophyll metabolism	85	31	K02492	E1.2.1.70, hemA	4
00860	Porphyrin and chlorophyll metabolism	85	31	K02493	HEMK	4
00860	Porphyrin and chlorophyll metabolism	85	31	K02494	HEMM	1
00860	Porphyrin and chlorophyll metabolism	85	31	K02495	E1.3.99.22, hemN, hemZ	2
00860	Porphyrin and chlorophyll metabolism	85	31	K03394	CBIL	1
00860	Porphyrin and chlorophyll metabolism	85	31	K03403	CHLH	1
00860	Porphyrin and chlorophyll metabolism	85	31	K03404	CHLD	1
00860	Porphyrin and chlorophyll metabolism	85	31	K03428	E2.1.1.11, chlM	1
00860	Porphyrin and chlorophyll metabolism	85	31	K04040	CHLG	2
00860	Porphyrin and chlorophyll metabolism	85	31	K06042	E5.4.1.2, cobH, cbiC	2
00860	Porphyrin and chlorophyll metabolism	85	31	K09882	COBS	2
00860	Porphyrin and chlorophyll metabolism	85	31	K09883	COBT	2
00272	Cysteine metabolism	21	13	K00016	LDH	7
00272	Cysteine metabolism	21	13	K00640	E2.3.1.30, cysE	17
00272	Cysteine metabolism	21	13	K00812	E2.6.1.1A, aspB	6
00272	Cysteine metabolism	21	13	K00813	E2.6.1.1B, aspC	1
00272	Cysteine metabolism	21	13	K01011	E2.8.1.2	15
00272	Cysteine metabolism	21	13	K01738	E2.5.1.47, cysK	24
00272	Cysteine metabolism	21	13	K01739	E2.5.1.48, metB	4
00272	Cysteine metabolism	21	13	K01740	E2.5.1.49, metY	6
00272	Cysteine metabolism	21	13	K01752	E4.3.1.17, sdaA	2
00272	Cysteine metabolism	21	13	K01758	E4.4.1.1	2
00272	Cysteine metabolism	21	13	K01760	E4.4.1.8, metC	12
00272	Cysteine metabolism	21	13	K01883	E6.1.1.16A, cysS	3
00272	Cysteine metabolism	21	13	K10150	E2.5.1.65	15
02040	Flagellar assembly	54	20	K02387	flgB	1
02040	Flagellar assembly	54	20	K02388	flgC	2
02040	Flagellar assembly	54	20	K02389	flgD	1
02040	Flagellar assembly	54	20	K02390	flgE	2
02040	Flagellar assembly	54	20	K02391	flgF	3
02040	Flagellar assembly	54	20	K02392	flgG	3
02040	Flagellar assembly	54	20	K02393	flgH	3
02040	Flagellar assembly	54	20	K02394	flgI	2
02040	Flagellar assembly	54	20	K02395	flgJ	1
02040	Flagellar assembly	54	20	K02396	flgK	1
02040	Flagellar assembly	54	20	K02400	flhA	2
02040	Flagellar assembly	54	20	K02401	flhB	1
02040	Flagellar assembly	54	20	K02409	fliF	1
02040	Flagellar assembly	54	20	K02412	fliI	2
02040	Flagellar assembly	54	20	K02417	fliNY, fliN	2
02040	Flagellar assembly	54	20	K02419	fliP	2
02040	Flagellar assembly	54	20	K02420	fliQ	1
02040	Flagellar assembly	54	20	K02424	fliY	1
02040	Flagellar assembly	54	20	K02556	motA	2
02040	Flagellar assembly	54	20	K02557	motB	1
00930	Caprolactam degradation	14	9	K00022	E1.1.1.35, fadB	50
00930	Caprolactam degradation	14	9	K00055	E1.1.1.90	5
00930	Caprolactam degradation	14	9	K01692	E4.2.1.17, paaG	36
00930	Caprolactam degradation	14	9	K01913	E6.2.1.-	11
00930	Caprolactam degradation	14	9	K06446	DCAA	26
00930	Caprolactam degradation	14	9	K07511	ECHS1	16
00930	Caprolactam degradation	14	9	K07514	EHHADH1	35
00930	Caprolactam degradation	14	9	K07515	HADHA1	35
00930	Caprolactam degradation	14	9	K07516	EHHADH2	35
00195	Photosynthesis	63	19	K02108	ATPF0A, atpB	3
00195	Photosynthesis	63	19	K02109	ATPF0B, atpF	1
00195	Photosynthesis	63	19	K02110	ATPF0C, atpE	5
00195	Photosynthesis	63	19	K02111	ATPF1A, atpA	3
00195	Photosynthesis	63	19	K02112	ATPF1B, atpD	4
00195	Photosynthesis	63	19	K02113	ATPF1D, atpH	2
00195	Photosynthesis	63	19	K02114	ATPF1E, atpC	3
00195	Photosynthesis	63	19	K02115	ATPF1G, atpG	3
00195	Photosynthesis	63	19	K02635	petB	1
00195	Photosynthesis	63	19	K02636	petC	5
00195	Photosynthesis	63	19	K02637	petD	1
00195	Photosynthesis	63	19	K02641	petH	1
00195	Photosynthesis	63	19	K02694	psaF	1
00195	Photosynthesis	63	19	K02699	psaL	1
00195	Photosynthesis	63	19	K02704	psbB	1
00195	Photosynthesis	63	19	K02706	psbD	1
00195	Photosynthesis	63	19	K02724	psbZ	1
00195	Photosynthesis	63	19	K08902	psb27	1
00195	Photosynthesis	63	19	K08903	psb28	1
