#accession	name	isology	mainrole	subrole	count	count_pct	abundance	abundance_pct	depth_M1	depth_pct_M1	depth_M2	depth_pct_M2	depth_M3	depth_pct_M3	depth_M4	depth_pct_M4	plevel_pct_P1	plevel_pct_P2	plevel_pct_P3	plevel_pct_P4	description
TIGR02579	cas_csx3	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.01	0.00	0.01	0.00	CRISPR-associated protein, Csx3 family
TIGR02580	cas_RAMP_Cmr4	equivalog	UNKNOWN	UNKNOWN	1	0.02	6175.40	0.02	1451.91	0.02	1747.89	0.02	1222.76	0.03	1752.83	0.02	0	0	0	0	CRISPR type III-B/RAMP module RAMP protein Cmr4
TIGR02595	PEP_exosort	domain	Cell envelope	Surface structures	14	0.32	90498.57	0.32	21429.41	0.32	27284.66	0.32	15096.54	0.33	26687.97	0.32	0.16	0.14	0.23	0.14	PEP-CTERM protein-sorting domain
TIGR02602	8TM_EpsH	subfamily	Protein fate	Protein and peptide secretion and trafficking	1	0.02	6466.38	0.02	1514.72	0.02	2006.08	0.02	1006.32	0.02	1939.26	0.02	0	0	0	0.00	exosortase
TIGR02607	antidote_HigA	equivalog	Mobile and extrachromosomal element functions	Other	1	0.02	6461.88	0.02	1533.66	0.02	1979.89	0.02	1031.40	0.02	1916.93	0.02	0	0	0	0	addiction module antidote protein, HigA family
TIGR02619	TIGR02619	domain	UNKNOWN	UNKNOWN	1	0.02	5879.26	0.02	1388.42	0.02	1750.53	0.02	1038.55	0.02	1701.76	0.02	0.00	0.00	0.00	0.00	putative CRISPR-associated protein, APE2256 family
TIGR02623	G1P_cyt_trans	equivalog	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	1	0.02	6294.95	0.02	1478.05	0.02	1879.43	0.02	1114.52	0.02	1822.95	0.02	0.01	0.02	0.02	0.02	glucose-1-phosphate cytidylyltransferase
TIGR02646	TIGR02646	hypoth_equivalog	Hypothetical proteins	Conserved	1	0.02	6691.63	0.02	1596.18	0.02	2076.68	0.02	1046.64	0.02	1972.13	0.02	0.10	0.14	0.08	0.09	TIGR02646 family protein
TIGR02651	RNase_Z	equivalog	Transcription	RNA processing	1	0.02	6564.04	0.02	1565.29	0.02	1986.41	0.02	1090.71	0.02	1921.63	0.02	0	0	0	0	ribonuclease Z
TIGR02652	TIGR02652	hypoth_equivalog	Hypothetical proteins	Conserved	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0.01	0.01	0.00	0.00	TIGR02652 family protein
TIGR02654	circ_KaiB	equivalog	Cellular processes	Other	1	0.02	6467.38	0.02	1525.95	0.02	2000.80	0.02	1031.52	0.02	1909.11	0.02	0.00	0.00	0.01	0.01	circadian clock protein KaiB
TIGR02655	circ_KaiC	equivalog	Cellular processes	Other	1	0.02	6467.38	0.02	1525.95	0.02	2000.80	0.02	1031.52	0.02	1909.11	0.02	0	0	0	0	circadian clock protein KaiC
TIGR02656	cyanin_plasto	equivalog	Energy metabolism	Photosynthesis	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	plastocyanin
TIGR02660	nifV_homocitr	equivalog	Central intermediary metabolism	Nitrogen fixation	1	0.02	6532.60	0.02	1544.47	0.02	2064.91	0.02	1006.16	0.02	1917.06	0.02	0	0	0	0	homocitrate synthase
TIGR02664	nitr_red_assoc	subfamily	UNKNOWN	UNKNOWN	1	0.02	6284.50	0.02	1490.15	0.02	1888.18	0.02	1063.09	0.02	1843.09	0.02	0.02	0.01	0.01	0.01	conserved hypothetical protein
TIGR02666	moaA	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Molybdopterin	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	molybdenum cofactor biosynthesis protein A
TIGR02669	SpoIID_LytB	domain	Unknown function	General	2	0.05	12981.14	0.05	3080.58	0.05	3920.51	0.05	2176.89	0.05	3803.16	0.05	0	0	0	0	SpoIID/LytB domain
TIGR02688	TIGR02688	hypoth_equivalog	Hypothetical proteins	Conserved	1	0.02	6203.33	0.02	1458.46	0.02	1873.99	0.02	1053.97	0.02	1816.91	0.02	0	0	0	0	TIGR02688 family protein
TIGR02689	ars_reduc_gluta	equivalog	Cellular processes	Detoxification	1	0.02	6951.79	0.02	1634.65	0.02	2267.20	0.03	959.87	0.02	2090.06	0.03	0	0	0	0	arsenate reductase, glutathione/glutaredoxin type
TIGR02690	resist_ArsH	equivalog	Cellular processes	Detoxification	1	0.02	6951.79	0.02	1634.65	0.02	2267.20	0.03	959.87	0.02	2090.06	0.03	0.03	0.04	0.02	0.07	arsenical resistance protein ArsH
TIGR02702	SufR_cyano	equivalog	Regulatory functions	DNA interactions	1	0.02	6720.30	0.02	1583.07	0.02	2109.94	0.02	1013.17	0.02	2014.12	0.02	0	0	0	0	iron-sulfur cluster biosynthesis transcriptional regulator SufR
TIGR02727	MTHFS_bact	equivalog	Central intermediary metabolism	One-carbon metabolism	1	0.02	6691.63	0.02	1596.18	0.02	2076.68	0.02	1046.64	0.02	1972.13	0.02	0.00	0.00	0	0.00	5-formyltetrahydrofolate cyclo-ligase
TIGR02729	Obg_CgtA	equivalog	Protein synthesis	Other	1	0.02	6642.20	0.02	1562.36	0.02	2082.86	0.02	1046.06	0.02	1950.93	0.02	0	0	0	0	Obg family GTPase CgtA
TIGR02730	carot_isom	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0.04	0.07	0.02	0.07	carotene isomerase
TIGR02731	phytoene_desat	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	phytoene desaturase
TIGR02732	zeta_caro_desat	equivalog	UNKNOWN	UNKNOWN	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0	0	0	0	9,9'-di-cis-zeta-carotene desaturase
TIGR02733	desat_CrtD	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0	0	0	0	C-3',4' desaturase CrtD
TIGR02749	prenyl_cyano	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0	0	0	0	solanesyl diphosphate synthase
TIGR02765	crypto_DASH	subfamily	Cellular processes	Adaptations to atypical conditions	1	0.02	6521.33	0.02	1532.85	0.02	1979.57	0.02	1085.55	0.02	1923.36	0.02	0.00	0	0	0.00	cryptochrome, DASH family
TIGR02821	fghA_ester_D	equivalog	Cellular processes	Detoxification	1	0.02	11682.80	0.04	2741.92	0.04	3513.72	0.04	2031.34	0.04	3395.78	0.04	0	0	0	0	S-formylglutathione hydrolase
TIGR02891	CtaD_CoxA	equivalog	Energy metabolism	Electron transport	1	0.02	6466.38	0.02	1514.72	0.02	2006.08	0.02	1006.32	0.02	1939.26	0.02	0	0	0	0	cytochrome c oxidase, subunit I
TIGR02937	sigma70-ECF	superfamily	UNKNOWN	UNKNOWN	8	0.18	52478.46	0.19	12418.03	0.19	15854.80	0.19	8825.69	0.19	15379.92	0.19	0.03	0.04	0.03	0.03	RNA polymerase sigma factor, sigma-70 family
TIGR03026	NDP-sugDHase	subfamily	UNKNOWN	UNKNOWN	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0	0	0	0	nucleotide sugar dehydrogenase
TIGR03039	PS_II_CP47	equivalog	Energy metabolism	Photosynthesis	1	0.02	5886.60	0.02	1378.98	0.02	1811.63	0.02	943.71	0.02	1752.28	0.02	0	0	0	0	photosystem II chlorophyll-binding protein CP47
TIGR03041	PS_antenn_a_b	subfamily	Energy metabolism	Photosynthesis	1	0.02	7174.70	0.03	1679.91	0.03	2196.68	0.03	1198.03	0.03	2100.08	0.03	0	0	0	0	chlorophyll a/b binding light-harvesting protein
TIGR03042	PS_II_psbQ_bact	equivalog	Energy metabolism	Photosynthesis	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	photosystem II protein PsbQ
TIGR03043	PS_II_psbZ	equivalog	Energy metabolism	Photosynthesis	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0	0	0	0	photosystem II core protein PsbZ
TIGR03044	PS_II_psb27	equivalog	Energy metabolism	Photosynthesis	1	0.02	6175.40	0.02	1451.91	0.02	1747.89	0.02	1222.76	0.03	1752.83	0.02	0.01	0.01	0.00	0.00	photosystem II protein Psb27
TIGR03045	PS_II_C550	equivalog	Energy metabolism	Photosynthesis	1	0.02	6226.02	0.02	1464.95	0.02	1925.15	0.02	983.52	0.02	1852.41	0.02	0.12	0.14	0.06	0.23	cytochrome c-550
TIGR03046	PS_II_psbV2	equivalog	Energy metabolism	Photosynthesis	1	0.02	6226.02	0.02	1464.95	0.02	1925.15	0.02	983.52	0.02	1852.41	0.02	0	0	0	0	photosystem II cytochrome PsbV2
TIGR03047	PS_II_psb28	equivalog	Energy metabolism	Photosynthesis	1	0.02	6203.33	0.02	1458.46	0.02	1873.99	0.02	1053.97	0.02	1816.91	0.02	0.00	0.01	0.01	0.00	photosystem II reaction center protein Psb28
TIGR03048	PS_I_psaC	equivalog	Energy metabolism	Photosynthesis	1	0.02	6335.54	0.02	1484.31	0.02	1933.18	0.02	1041.26	0.02	1876.79	0.02	0.01	0.02	0.02	0.01	photosystem I iron-sulfur protein PsaC
TIGR03049	PS_I_psaK	equivalog	Energy metabolism	Photosynthesis	2	0.05	12773.69	0.05	2998.98	0.05	3961.63	0.05	1962.73	0.04	3850.35	0.05	0.00	0.01	0.01	0.01	photosystem I reaction center subunit PsaK
TIGR03060	PS_II_psb29	equivalog	Energy metabolism	Photosynthesis	1	0.02	6489.20	0.02	1530.35	0.02	2039.25	0.02	993.13	0.02	1926.47	0.02	0.02	0.02	0.01	0.03	photosystem II biogenesis protein Psp29
TIGR03069	PS_II_S4	equivalog	Energy metabolism	Photosynthesis	1	0.02	6553.05	0.02	1544.02	0.02	1982.16	0.02	1099.75	0.02	1927.12	0.02	0	0	0	0	photosystem II S4 domain protein
TIGR03071	couple_hipA	domain	UNKNOWN	UNKNOWN	1	0.02	6339.10	0.02	1491.71	0.02	1976.34	0.02	985.99	0.02	1885.07	0.02	0	0	0	0	HipA N-terminal domain
TIGR03139	QueF-II	equivalog	UNKNOWN	UNKNOWN	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0.01	0.01	0.00	0.01	7-cyano-7-deazaguanine reductase
TIGR03144	cytochr_II_ccsB	equivalog	Protein fate	Protein modification and repair	1	0.02	6272.96	0.02	1473.10	0.02	1949.04	0.02	973.35	0.02	1877.47	0.02	0.03	0.05	0.04	0.04	cytochrome c-type biogenesis protein CcsB
TIGR03150	fabF	equivalog	Fatty acid and phospholipid metabolism	Biosynthesis	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0	0	0	0	beta-ketoacyl-acyl-carrier-protein synthase II
TIGR03156	GTP_HflX	equivalog	Unknown function	General	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0.00	0.00	0.00	0.00	GTP-binding protein HflX
TIGR03157	cas_Csc2	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0.01	0.01	0.00	0.01	CRISPR type I-D/CYANO-associated protein Csc2
TIGR03158	cas3_cyano	exception	UNKNOWN	UNKNOWN	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	CRISPR-associated helicase Cas3, subtype CYANO
TIGR03159	cas_Csc1	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	CRISPR type I-D/CYANO-associated protein Csc1
TIGR03174	cas_Csc3	equivalog	UNKNOWN	UNKNOWN	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	CRISPR type I-D/CYANO-associated protein Csc3/Cas10d
TIGR03182	PDH_E1_alph_y	equivalog	Energy metabolism	Pyruvate dehydrogenase	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit
TIGR03183	DNA_S_dndC	equivalog	DNA metabolism	Restriction/modification	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	putative sulfurtransferase DndC
TIGR03184	DNA_S_dndE	equivalog	DNA metabolism	Restriction/modification	1	0.02	6591.63	0.02	1564.01	0.02	1968.53	0.02	1155.33	0.03	1903.76	0.02	0	0	0	0	DNA sulfur modification protein DndE
TIGR03185	DNA_S_dndD	equivalog	DNA metabolism	Restriction/modification	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	DNA sulfur modification protein DndD
TIGR03187	DGQHR	domain	UNKNOWN	UNKNOWN	2	0.05	12866.00	0.05	3024.20	0.05	3903.16	0.05	2154.80	0.05	3783.84	0.05	0.00	0.00	0.00	0.01	DGQHR domain
TIGR03188	histidine_hisI	equivalog_domain	Amino acid biosynthesis	Histidine family	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0.00	0.00	0	0	phosphoribosyl-ATP diphosphatase
TIGR03263	guanyl_kin	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Nucleotide and nucleoside interconversions	1	0.02	6504.12	0.02	1547.71	0.02	1974.40	0.02	1101.32	0.02	1880.69	0.02	0.02	0.01	0.02	0.02	guanylate kinase
TIGR03279	cyano_FeS_chp	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	putative radical SAM enzyme, TIGR03279 family
TIGR03317	ygfZ_signature	signature	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	6553.05	0.02	1544.02	0.02	1982.16	0.02	1099.75	0.02	1927.12	0.02	0	0	0	0	folate-binding protein YgfZ
TIGR03330	SAM_DCase_Bsu	equivalog	Central intermediary metabolism	Polyamine biosynthesis	1	0.02	6330.23	0.02	1498.80	0.02	1884.33	0.02	1108.40	0.02	1838.70	0.02	0.26	0.28	0.21	0.23	S-adenosylmethionine decarboxylase proenzyme
TIGR03346	chaperone_ClpB	equivalog	Protein fate	Protein folding and stabilization	2	0.05	13163.45	0.05	3113.34	0.05	4051.62	0.05	2143.78	0.05	3854.71	0.05	0	0	0	0	ATP-dependent chaperone protein ClpB
TIGR03402	FeS_nifS	equivalog	UNKNOWN	UNKNOWN	1	0.02	6532.60	0.02	1544.47	0.02	2064.91	0.02	1006.16	0.02	1917.06	0.02	0.00	0.00	0.00	0.00	cysteine desulfurase NifS
TIGR03407	urea_ABC_UrtA	exception	Transport and binding proteins	Amino acids, peptides and amines	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0.00	0.00	0	0.01	urea ABC transporter, urea binding protein
TIGR03408	urea_trans_UrtC	equivalog	Transport and binding proteins	Amino acids, peptides and amines	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	urea ABC transporter, permease protein UrtC
TIGR03409	urea_trans_UrtB	equivalog	Transport and binding proteins	Amino acids, peptides and amines	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	urea ABC transporter, permease protein UrtB
TIGR03410	urea_trans_UrtE	equivalog	Transport and binding proteins	Amino acids, peptides and amines	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	urea ABC transporter, ATP-binding protein UrtE
TIGR03411	urea_trans_UrtD	equivalog	Transport and binding proteins	Amino acids, peptides and amines	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	urea ABC transporter, ATP-binding protein UrtD
TIGR03413	GSH_gloB	equivalog	Cellular processes	Detoxification	1	0.02	5158.58	0.02	1192.74	0.02	1525.98	0.02	906.28	0.02	1533.58	0.02	0	0	0	0	hydroxyacylglutathione hydrolase
TIGR03423	pbp2_mrdA	equivalog	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.02	0.02	0.03	0.02	penicillin-binding protein 2
TIGR03426	shape_MreD	equivalog	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6335.54	0.02	1484.31	0.02	1933.18	0.02	1041.26	0.02	1876.79	0.02	0.02	0.02	0.02	0.02	rod shape-determining protein MreD
TIGR03438	egtD_ergothio	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Glutathione and analogs	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	dimethylhistidine N-methyltransferase
TIGR03440	egtB_TIGR03440	subfamily	Biosynthesis of cofactors, prosthetic groups, and carriers	Glutathione and analogs	1	0.02	6365.02	0.02	1503.01	0.02	1910.37	0.02	1088.14	0.02	1863.50	0.02	0	0	0	0	ergothioneine biosynthesis protein EgtB
TIGR03442	TIGR03442	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Glutathione and analogs	1	0.02	6365.02	0.02	1503.01	0.02	1910.37	0.02	1088.14	0.02	1863.50	0.02	0	0	0	0	ergothioneine biosynthesis protein EgtC
TIGR03466	HpnA	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	6339.10	0.02	1491.71	0.02	1976.34	0.02	985.99	0.02	1885.07	0.02	0.00	0.00	0.01	0.00	hopanoid-associated sugar epimerase
TIGR03469	HpnB	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	5879.26	0.02	1388.42	0.02	1750.53	0.02	1038.55	0.02	1701.76	0.02	0	0	0	0	hopene-associated glycosyltransferase HpnB
TIGR03470	HpnH	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	hopanoid biosynthesis associated radical SAM protein HpnH
TIGR03491	TIGR03491	subfamily_domain	UNKNOWN	UNKNOWN	1	0.02	6643.71	0.02	1560.37	0.02	2067.20	0.02	1055.41	0.02	1960.73	0.02	0.03	0.03	0.01	0.04	putative RecB family nuclease, TM0106 family
TIGR03492	TIGR03492	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0	0	0	0	conserved hypothetical protein
TIGR03542	DAPAT_plant	equivalog	UNKNOWN	UNKNOWN	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.03	0.04	0.03	0.04	LL-diaminopimelate aminotransferase
TIGR03550	F420_cofG	equivalog_domain	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	6365.02	0.02	1503.01	0.02	1910.37	0.02	1088.14	0.02	1863.50	0.02	0.00	0	0.01	0.00	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, CofG subunit
TIGR03591	polynuc_phos	equivalog	Transcription	Degradation of RNA	1	0.02	6401.27	0.02	1501.25	0.02	1959.78	0.02	1041.93	0.02	1898.31	0.02	0	0	0	0	polyribonucleotide nucleotidyltransferase
TIGR03592	yidC_oxa1_cterm	subfamily_domain	Protein fate	Protein and peptide secretion and trafficking	2	0.05	6517.44	0.02	1533.12	0.02	2000.63	0.02	1039.57	0.02	1944.11	0.02	0	0	0	0	membrane protein insertase, YidC/Oxa1 family
TIGR03596	GTPase_YlqF	equivalog	Protein synthesis	Other	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.10	0.07	0.04	0.08	ribosome biogenesis GTP-binding protein YlqF
TIGR03605	antibiot_sagB	domain	UNKNOWN	UNKNOWN	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.00	0.01	0	0.01	SagB-type dehydrogenase domain
TIGR03609	S_layer_CsaB	equivalog	Protein fate	Protein and peptide secretion and trafficking	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0.01	0.01	0.01	0.01	polysaccharide pyruvyl transferase CsaB
TIGR03625	L3_bact	equivalog	UNKNOWN	UNKNOWN	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	50S ribosomal protein uL3
TIGR03631	uS13_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.11	0.12	0.08	0.11	ribosomal protein uS13
TIGR03632	uS11_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.23	0.15	0.17	0.16	ribosomal protein uS11
TIGR03635	uS17_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	ribosomal protein uS17
TIGR03654	L6_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.13	0.10	0.14	0.11	ribosomal protein uL6
TIGR03696	Rhs_assc_core	domain	UNKNOWN	UNKNOWN	1	0.02	1103.18	0.00	204.86	0.00	474.32	0.01	72.28	0.00	351.72	0.00	0	0	0	0	RHS repeat-associated core domain
TIGR03697	NtcA_cyano	equivalog	Regulatory functions	DNA interactions	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.00	0.00	0.00	0.00	global nitrogen regulator NtcA
TIGR03698	clan_AA_DTGF	subfamily	Protein fate	Degradation of proteins, peptides, and glycopeptides	2	0.05	12860.43	0.05	3024.56	0.05	3955.91	0.05	2071.54	0.04	3808.43	0.05	0.00	0.01	0.00	0.01	clan AA aspartic protease, AF_0612 family
TIGR03705	poly_P_kin	equivalog	Central intermediary metabolism	Phosphorus compounds	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	polyphosphate kinase 1
TIGR03707	PPK2_P_aer	equivalog	Central intermediary metabolism	Phosphorus compounds	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	polyphosphate kinase 2
TIGR03725	T6A_YeaZ	equivalog	Protein synthesis	tRNA and rRNA base modification	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0	0	0	0	tRNA threonylcarbamoyl adenosine modification protein YeaZ
TIGR03798	ocin_TIGR03798	subfamily	Cellular processes	Biosynthesis of natural products	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0	0	0.01	0.01	nif11-like leader peptide domain
TIGR03804	para_beta_helix	repeat	UNKNOWN	UNKNOWN	1	0.02	5886.60	0.02	1378.98	0.02	1811.63	0.02	943.71	0.02	1752.28	0.02	0	0	0	0	parallel beta-helix repeat
TIGR03831	YgiT_finger	domain	UNKNOWN	UNKNOWN	1	0.02	6810.41	0.02	1608.79	0.02	1993.98	0.02	1255.71	0.03	1951.94	0.02	0	0	0	0	YgiT-type zinc finger domain
TIGR03936	sam_1_link_chp	hypoth_equivalog_domain	Unknown function	Enzymes of unknown specificity	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	radical SAM-linked protein
TIGR03943	TIGR03943	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	6489.20	0.02	1530.35	0.02	2039.25	0.02	993.13	0.02	1926.47	0.02	0	0	0	0	TIGR03943 family protein
TIGR03953	rplD_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	50S ribosomal protein uL4
TIGR03960	rSAM_fuse_unch	hypoth_equivalog_domain			1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	radical SAM family uncharacterized protein
TIGR03984	TIGR03984	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	5879.26	0.02	1388.42	0.02	1750.53	0.02	1038.55	0.02	1701.76	0.02	0	0	0	0	CRISPR-associated protein, TIGR03984 family
TIGR03985	TIGR03985	hypoth_equivalog	UNKNOWN	UNKNOWN	2	0.05	12709.66	0.05	2995.64	0.05	3828.69	0.04	2196.39	0.05	3688.93	0.04	0	0	0	0	CRISPR-associated protein, TIGR03985 family
TIGR03986	TIGR03986	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	5879.26	0.02	1388.42	0.02	1750.53	0.02	1038.55	0.02	1701.76	0.02	0.01	0.01	0.00	0.00	CRISPR-associated protein
TIGR04026	PPOX_FMN_cyano	subfamily	Unknown function	Enzymes of unknown specificity	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	PPOX class probable FMN-dependent enzyme, alr4036 family
TIGR04058	AcACP_reductase	equivalog	Central intermediary metabolism	Other	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0.01	0.01	0.00	0.01	long-chain fatty acyl-ACP reductase (aldehyde-forming)
TIGR04059	Ald_deCOase	equivalog	Central intermediary metabolism	Other	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	long-chain fatty aldehyde decarbonylase
TIGR04062	dnd_assoc_4	hypoth_equivalog	DNA metabolism	Restriction/modification	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	dnd system-associated protein 4
TIGR04095	dnd_restrict_1	equivalog_domain	UNKNOWN	UNKNOWN	1	0.02	6223.98	0.02	1462.11	0.02	1907.97	0.02	1025.03	0.02	1828.86	0.02	0	0	0	0	DNA phosphorothioation system restriction enzyme
TIGR04096	dnd_rel_methyl	subfamily	DNA metabolism	Restriction/modification	2	0.05	13205.04	0.05	3102.68	0.05	4085.74	0.05	2107.86	0.05	3908.76	0.05	0	0	0	0	DNA phosphorothioation-associated putative methyltransferase
